MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
5.048490743557976,19,5.562688493442861,0.651784927921393,3447,0.602865818069549,37.425766175844856,-115.94698591927457,3.483664695722016
2.6280286087671083,19,3.497276756619179,0.7027850753085905,972,2.726048019707002,35.51324942294565,-117.81701931750551,1.5723928096686242
5.850812152451623,1,7.857581370780192,1.6121744421450672,1644,4.563134196001822,33.621053425750766,-117.23460993269171,2.7238328648153765
6.193016489504185,49,7.532302244678558,0.6118160212510467,3621,3.2931393285687474,41.515043839098425,-116.60350201110464,3.834227284075273
0.9881366604230943,43,4.136828486639575,0.6663126355247913,221,2.789089433134836,35.064314435743974,-117.10141220651163,1.2775795025916123
2.1560768876478273,14,5.015529822856271,0.9701512018603929,3792,6.129484603869921,34.54185982143704,-119.41768682012541,1.0695496804954356
4.7301127257011135,8,4.813619625605034,0.684567720015488,603,0.5,36.59918875849264,-118.81906776013585,1.4168191018549752
3.930763333781552,43,2.665796885346003,1.2599420184556411,828,3.3304726974931396,36.970778518968416,-114.05938323528098,2.260951110598649
4.46975791649228,43,5.987031258841094,1.2832389615246445,617,1.9363490369502379,41.97662096712693,-114.03423135779235,4.389072674713527
2.9645209303675557,46,6.76771810812302,1.2241064814948739,3730,3.0434120768654056,33.02191875580705,-117.95471715778403,1.4599290155381732
6.082916354753092,28,6.485333219657316,0.9157535768534958,180,2.0490139036696204,40.743003844162615,-122.30269751515118,4.06316943454247
5.900025483772107,38,5.549130700321868,1.186628200893789,3731,2.1830759998195064,33.387994099370616,-122.88290638036158,3.4338192636976914
4.618855255610189,38,6.913238590431414,1.635071666716689,4161,3.317412236576354,36.82706422568578,-120.48188815234008,2.5350716902438224
6.52903417254246,11,3.796981237975043,0.6698020769591368,2756,2.766486384274818,40.65437611907365,-116.09166547714693,2.5971861626215493
5.341516816053682,27,8.227422387869524,1.4350058420605327,615,2.1133794766235923,40.01449598159685,-120.85387203564804,3.5315856673785415
2.953273566810171,14,4.341876840052475,1.342395932994119,4295,1.3767942138432554,41.94820740736539,-121.34020731369357,1.2727621088541416
5.163751411348498,39,4.50848852623986,1.068420823464382,1220,3.904857299901881,38.23998919405794,-117.37418324446864,2.883874097932464
2.774011318507802,50,4.637176356387977,1.1499110960526815,4520,2.7033414476029174,39.53365275472065,-120.02171175655658,2.0695002915696645
6.081210542353091,4,4.527779927715352,1.2070164875324507,3128,1.509636860189411,41.53426814313586,-118.4689524379031,2.3281620810015164
4.410133360224744,4,5.2109139152915676,0.8070417180714882,974,0.9488404553996914,36.111806579244345,-116.32763289553533,2.028302215813137
4.167247745618531,14,5.152832774416647,0.6103138584644392,544,3.317066697315329,36.12741609643052,-116.18137169538929,2.5917944759172764
3.2743268200729054,6,5.694459976953873,1.371955974104027,961,2.612856119210642,38.353704263848236,-118.56540403368251,1.7031819080693433
6.700574409613255,1,4.271954290988139,0.7265267386941827,2921,3.189216977263912,40.38194868704663,-114.97967307472352,2.069467435029554
4.221846932276156,50,5.749906534030248,0.7720553313389236,553,6.029938641877969,34.69387121167505,-115.45581973558453,2.9063898534207504
3.729009920106407,30,3.8643590591683488,0.9453282856000085,2315,3.9560411937199724,39.61484624814623,-122.9648246749092,2.4001650940379538
3.866159609121187,40,6.5987120799787915,1.1853479286105693,4608,2.9445018596138897,40.197393826155654,-117.23332971812536,2.656051343119021
5.458156533996028,29,6.580105124055572,0.9501931779040536,4901,0.9705280393258393,37.91260627764857,-117.21350537225595,2.777572521783515
5.157799315855341,39,5.491319634340954,0.8828065255053235,906,4.940459007933256,34.08765906271028,-121.54345338967099,2.5083833401161657
5.242918700872779,35,4.525454317970932,1.385828393153116,3158,3.079085484926341,39.96144988064515,-121.16652903057378,2.2020462626251174
5.275477805414189,9,5.9666999689765134,1.0000369401108273,2721,5.924740241898768,41.20182157657372,-118.2145940153692,2.3500218637129104
8.354965681566831,8,4.168529256108991,0.8604490503974129,2422,2.0149033216377346,35.42995441898531,-114.47044951627964,4.143029016765133
3.768452970507692,25,5.551810347004694,1.2183874603231937,554,1.4430979733171891,33.81707293627628,-121.88954952299946,1.895248931977661
3.5779630876712325,19,5.27227707616836,1.1175757425764814,1969,4.714646458806261,41.27591320351421,-115.35074707408376,2.8363384531083295
3.0352090891538204,43,9.444862650496395,1.1086158248661493,2998,3.2910033662969362,32.27986059304529,-121.24792208298537,1.9277789073850609
5.608762960635892,16,3.6594212260228542,1.2330303245249867,3312,4.4880378222455715,41.10183206741158,-117.6114101388265,3.2768818244631666
6.532150126897605,17,1.4990350649084068,1.0587657727354607,2173,1.5264432329274251,36.2004132568325,-120.70281060070421,3.168807076315365
4.294894576221225,27,4.543629335341387,1.3534139785178516,4617,1.5112895641447335,38.693295779755395,-116.03226576263953,1.8614980930927967
2.9877183414674495,10,2.9267025712846158,0.6714794784729561,1241,1.7640791555265734,35.51836769792853,-116.5330033057671,0.8561534696737808
3.015933811755769,44,4.4099577085765995,1.4723852331481737,2757,0.5,35.11915780834185,-115.4965715678362,2.139630383282479
5.671067018084462,1,3.5535937935412476,0.826041708029966,3434,2.3723975889542386,33.141114066594,-114.69141341375665,2.2196015965769726
5.837857508166196,44,4.143249006198592,0.6090068916611628,1113,0.7520687104863515,37.9741510834276,-122.8526098690741,3.1182339181572756
5.477677682949351,32,3.9026355114838833,0.8635052653247042,2400,3.0902432045210966,39.16371780873489,-121.05307544254791,2.959721421448666
3.3020825268803504,46,6.944427224645935,0.995142483707638,611,2.8841730364622955,33.28474389431793,-123.040168998787,2.558742600678249
4.917890381520095,15,5.427205783982417,0.8795044477554346,2496,1.9248160514811286,39.8782711431842,-116.06248650019053,2.0922733397966864
4.710034456453311,46,7.113179204712839,0.8104511656523916,3306,3.6121543924451656,34.251988100167964,-120.79557048601022,2.9239685199329806
4.8936394741122236,45,5.560722226255594,1.403172337914603,4840,3.1906338428882575,35.546795947603606,-116.29873300975125,1.5205585398329324
6.068571800306742,24,6.892884884446326,0.8388099774881121,246,4.594798594980651,33.1808225422164,-114.4697557649363,2.582912083857356
